Reference,NumberOfShipsInvolved,ShipsInvolved,SOLASStatus,FlagStates,IncidentDateTime,TypeOfCasualty,Coordinates,Location,NumberOfInvestigationReports,NumberOfAnalyses,InitialEvent,SummaryOfEvents,ShipType1,Consequences1,GrossTonnage1,ClassificationSociety1,Deadweight1,Cargo1,CrewOnboard1,PassengersOnboard1,OthersOnboard1,DeadMissingCrew2,DeadMissingPassengers2,DeadMissingOthers3,SeriouslyInjuredCrew2,SeriouslyInjuredPassengers2,SeriouslyInjuredOthers2,InvestationReportDate,AnalysisDate
"C0013185","1","COPIOUS (IMO 9395757)","COPIOUS: SOLAS","GBR","2021-02-18 03:19","Very serious","593770N 0003430W","Lerwick","0","0","Man Overboard","Crew member of a fishing vessel fell overboard while reach for the fish gear. He was wearing a lifejacket but it did not keep the crewman's head above the water. The FV was unable to manoeuvre to recovery the crewman but after raising the alarm he was recovered, unconscious, by helicopter and flown to hospital where he was pronounced deceased.","Fishing Vessel","Loss of life","145","","70","","5","0","0","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013257","1","MARGRETHE FIGHTER (IMO 8705620)","MARGRETHE FIGHTER: Unknown/unspecified","DNK","2021-02-17 00:00","Very serious","552191N 0130911E","Port","2","0","Capsizing / listing","The vessel capsized, fully loaded with mud from the seabed, during a sharp turn i the port of Trelleborg in Sweden. Two persons saved by SAR one person (the Master) did not get out of the whel house and drowned.","Dredger","Loss of life,Serious injuries,Ship rendered unfit to proceed,Total loss of the ship","270","[Other]","425","","3","0","","1","0","0","2","0","0","2021-06-24",""
"C0013577","1","VENUS (IMO 9661455)","VENUS: Non-SOLAS","SGP","2021-02-16 22:46","Very serious","011670N 1035559E","The Port of Singapore","1","0","Man Overboard","On 16 February 2021, at about 2246H, the Singapore registered bunker tanker, Venus was alongside the Saudi Arabia registered chemical tanker NCC Amal (Amal) anchored at the Eastern Special Purpose Alpha anchorage in the Port of Singapore.

A shore technician (ST), after completing servicing of the oily water separator onboard Amal, instead of utilising the combination ladder to disembark, crossed over to Venus for disembarking to a supply boat. While descending from the pilot ladder of Venus, the ST fell into the water. Efforts to bring the ST out of the water by a bunker surveyor and the skipper of the supply boat were to no avail. The ST was eventually brought out 
of the water by the port authority patrol boat which responded to the man overboard call. The ST was unconscious when rescued from the water and subsequently passed away in hospital.","Products Tanker","Loss of life","4374","China Classification Society (CCS)","6985","Product oil","10","0","0","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-07-01",""
"C0013412","1","Anna Mamm Mari (-)","Anna Mamm Mari: Unknown/unspecified","FRA","2021-02-15 00:00","Serious","460720N 0020500W","Open sea","2","0","","The F/V ANNA MAMM MARI was on it's fishing area when a deckhand fell overboard with his leg trapped by the net. He was quickly hoisted on board and the crew managed to resuscitate him. He was evacuated by an helicopter.","Fish Catching Vessel","Serious injuries","","","","","6","0","","0","0","0","1","0","0","2022-01-27",""
"C0013183","1","GREATSHIP ROHINI (IMO 9522532)","GREATSHIP ROHINI: SOLAS","IND","2021-02-13 09:15","Very serious","193300N 0712100E","Arabian Sea, 100 miles NW of Mumbai, India","0","0","Fire or explosion","The ship caught fire in the engine room near the NQO platform in the Arabian Sea, 100 miles NW of Mumbai, India, at LAT. 19 33'30"" N, LONG. 071 21'20"" E at 0915 hours LT (UTC+5) on 13 February 2021 in good weather. The blaze was controlled with assistance from nearby vessels and the Indian Coast Guard patrol vessel ICGS ""SAMUDRA PRAHARI"" 7 hours later. 1 crew member sustained burn injuries and was airlifted ashore to the hospital by helicopter. 3 crew members were missing; their bodies were recovered from the interior the following day. The ship sustained severe damage to the engine room. The ship was towed by ORSV ""GREAT SHIP ANJALI"" and arrived at Mumba on 15 February 2021 for inspection and investigation. ","Platform Supply Ship","Loss of life","3147","Indian Register of Shipping (IRS)","3656","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013228","1","DERBY (IMO 9464780)","DERBY: SOLAS","MHL","2021-02-13 09:10","Very serious","005190S 0760250E","Indian Ocean","1","0","Fall from Height","Bosun fell into cargo hold while attempting to lower a drum of tools using a winch.","Bulk Carrier","Loss of life","43846","","80333","","19","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-04-20",""
"C0013158","1","PRINCE 4 (IMO 8512865)","PRINCE 4: SOLAS","COM","2021-02-12 17:55","Serious","463459N 0312160E","Black sea, 1,5 nm from the entrance of Buzko-Dniprovsko-Lymanskyi Channel","0","0","Fire or explosion","12.02.2021 at 17:55 LT (UTC+3)  on board the ship ""PRINCE 4"" (IMO 8512865, flag Comoros islands ), which was under pilotage with a cargo of wheat of 11,500 tons in bulk, after the vessel left the Buzko-Dniprovsko-Lymanskyi Channel (BDLK) in position: latitude-46034.6N; longitude-031021.6E, a fire started in the main deck accommodation cabin and spreaded over in to the superstructure.","Bulk Carrier","Ship rendered unfit to proceed","7110","","12367","wheat of 11,500 tons in bulk","18","","1","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013848","2","CALYPSO. GR (IMO 9785134), SOETKIN (IMO 9222065)","CALYPSO. GR: Unknown/unspecified, SOETKIN: Unknown/unspecified","BEL,MHL","2021-02-12 03:52","Serious","502744N 0002971W","Open sea","1","0","Collision","On February, 12th, 2021 at 0352 AM, Belgian fv Z.18 SOETKIN collided with the Marshall Islands' general cargo vessel CALYPSO GR in the English Channel between Traffic separation Scheme Dover and TSS English Channel. Fv Z.18 SOETKIN was fishing, mv CALYPSO GR was loaded with a cargo of ammonium nitrate and on her way from Latvia to Panama canal. Fv Z.18 SOETKIN lost her trawl gear on both sides. The bow was structurally damaged above the waterline, in front of the collision bulkhead.","Fish Catching Vessel","Ship remains fit to proceed","386","","","","","0","","0","0","0","0","0","0","2023-08-01",""
"C0013333","1","GALLIPOLI SEAWAYS (IMO 9215476)","GALLIPOLI SEAWAYS: SOLAS","TUR","2021-02-11 13:11","Serious","394350N 0254670E","Southwest of Bozcaada-Çanakkale/Turkey","1","0","Fire or explosion","GALLIPOLI SEAWAYS Ro-Ro ship was loaded with semi hybrid buses from Istanbul Pendik Ro-Ro port and left the port on 11th of February 2021 at 02:18 LT (GMT +3) and while en route to Italy / Trieste, a fire broke out inside closed vehicle deck at around 13:11 LT after Çanakkale Strait passage at southwest of Bozcaada. Although the sprinkler system was activated, the ship could not extinguish the fire with its' own means due to heavy smoke and power of fire and assistance was requested from Kumkale Vessel Traffic Services (VTS). 

GALLIPOLI SEAWAYS listed six degrees to starboard side due to water from sprinkler system and with the effect of heavy weather and wind from the side. The ship was towed to Çanakkale Akçansa port. Passengers were disembarked at around 21:00 LT on 11th of February 2021. Fire extinguishing operations were carried out with tugs and fire brigades. At the end, the fire was taken under control and completely extinguished on 12th of February 2021 at around 11:00 LT. Cooling operations were carried out for a while and the list of the ship was corrected by discharging the water inside. ","Ro-Ro Cargo Ship","Ship rendered unfit to proceed","26525","Lloyd's Register (LR)","9865","","22","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-02-22",""
"C0013808","1","BALTIC K (IMO 9514121)","BALTIC K: SOLAS","PAN","2021-02-09 11:12","Very serious","072879N 1083350E","About 150 miles off the Southeast of Vietnam","1","0","Missing: assumed lost","On 03rd February 2021, vessel M.V Baltic K sailed from the port of Fukuyama, Japan set sails
towards Chittagong, Bangladesh with a cargo of steel coils on board.
On the morning of 10th February at around 10:42 hr (+8 UTC) while the vessel was about 150
miles off the Southeast of Vietnam the Master tried to contact the Chief Engineer, in the engine
room and upon not finding him there asked the 3rd Officer to try to contact and look for him in
various public places but no one reportedly saw him that day. C/E’s locked cabin was opened
by the master key but he was not to be seen there. It was then realized that the Chief Engineer
was missing from his cabin and engine room.
A few minutes later emergency alarm was raised and a public address announcement was made
to search for C/E on board. Ship compliment was put on thorough search on board. Following
this the vessel was turned around on a reciprocal course to head back to the last known position
when C/E was last sighted around midnight of 09th February 2021. In the ship’s crew search on
board, Chief Engineer was not found, soon after the Master informed the Owners about the missing
Chief Engineer.
After informing the ship owners and managers, the vessel began broadcasting an urgent message on
VHF and MF/HF. MRCC Haiphong responded to an urgent call, later around the noon time
Australian Maritime Patrol Aircraft also responded on 10th February. The Australian Maritime
Patrol Aircraft took details of the last sighting of the Chief Engineer and reported that they
would head to the advised location of 23:45hr, 9th February. In the meantime, MRCC Vung
Tau also confirmed the vessel’s report of the Man Overboard.
All this while the vessel was on a reciprocal course with extra lookouts extra posted searching
at sea the missing Chief Engineer. By 14:00hr on 10th Feb, vessel Managers advised to the ship
to resume the voyage to Bangladesh as the SAR would be conducted by the concerned MRCC
and the Australian Aircraft.
By 16:27 hrs, MRCC Singapore had also acknowledged the vessel’s MF/HF call about the Man
Overboard. 10 min later, US Govt. vessel “VSL 14” also exchanged details of the vessel and
joined the SAR.
By 17:35 hrs on 10th Feb, the Australian Maritime Patrol Craft and the US Govt. “VSL 14”
reported no success in finding missing C/E, hence called off the search.

The vessel in transit to Bangladesh stopped and anchored in Singapore on 12th February 2021
for the purpose of bunkering. The Coastguard officials boarded the vessel for an investigation.
Singapore Coastguard interviewed the master & crew, inspected the cabin of the Chief Engineer, and
collected the required information and documents.
The vessel departed from Singapore on the evening of 12th February. She arrived at Chittagong
Roads on 17th February and dropped anchor awaiting cargo discharging orders.
The P&I surveyor boarded the vessel on the 18th of February and carried out an investigation on
behalf of the insurers.
Various attempts were made to establish contact with the wife, the next of kin of the missing Chief
Engineer, but all in vain.
Flag state investigation analysis was carried out on the basis of evidence collected from the ship,
statements and interviews of the crew.
The pointers of the analysis indicate that the missing Chief Engineer after coming out of the engine
room at night ventured outside the accommodation to weather deck area in the dark, where he had
an accidental fall overboard.","Bulk Carrier","Loss of life","31572","Lloyd's Register (LR)","55877","","20","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-05-08",""
"C0013244","1","ENEOVAI (IMO 9506667)","ENEOVAI: SOLAS","NGA","2021-02-08 18:00","Very serious","032780N 0052780E","Agbami Offshore","0","0","Crew Fatality","On 8 February 2021, there was a sudden death of a seafarer on board MV Eneovai in a position (Lat 03⁰ 27.8’N, Long: 005⁰ 27.8’E) in the vicinity of Agbami Oilfied, Nigeria. 

Prior to the incident, the deceased handed over watch to the Chief Officer at 1200 hours on 8 February, 2021 and proceeded for his lunch, after which he retired to his cabin, expected to resume back at 1745hrs in line with the Company’s six (6) hourly watch keeping policy.

At 1800hrs, when the deceased did not come to take over watch and all efforts to reach him failed, the chief officer decided to send an Able seaman (AB) to his cabin to check on him. The AB called him severally but there was no response, he then radioed the chief officer who sounded emergency signal to alert other crew. All the crew mustered and were informed about the situation. The Chief Officer tried to check the deceased pulse but his body was already stiff.

The Captain placed a call and notified the Agbami Offshore Terminal who immediately sent two medical personnel on board to assess the situation. The medical personnel after examination, confirmed that he has passed on.
","Tug","Loss of life,Ship remains fit to proceed","804","Bureau Veritas (BV)","602","","10","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013862","1","ATLANTIC PROJECT II (IMO 9235983)","ATLANTIC PROJECT II: Unknown/unspecified","MLT","2021-02-08 08:00","Very serious","511690N 0042287E","Port","1","0","","Seafarer was shifting heavy deck pontoons with 3 other crewmembers. The seafarer had to stay in a dedicated safe place until the pontoon was laid off in the right place in the cargo hold. For an unknown reason, the seafarer left his safe place and got hit by the pontoon. A doctor stated that the seafarer deceased immediately as a consequence of the impact of the pontoon.","General Cargo Ship","Loss of life,Ship remains fit to proceed","23132","","30586","","21","0","","1","0","0","0","0","0","2023-08-01",""
"C0013225","1","SANTA CLARA (IMO 9444716)","SANTA CLARA: Unknown/unspecified","DNK","2021-02-07 00:00","Very serious","533982N 0082302E","River","2","0","","On 7 February 2021, the Danish flagged container ship SANTA CLARA was about to berth in the Port of Bremerhaven when an OS fell overboard while rigging the gangway. Several ships in the area searched for the OS, but she was not found. After several hours she was presumed dead.","Container Ship","Loss of life,Ship remains fit to proceed","85676","","93551","","28","0","","1","0","0","0","0","0","2021-05-05",""
"C0013184","1","CORNISHMAN (IMO 7102558)","CORNISHMAN: SOLAS","GBR","2021-02-06 06:36","Very serious","491380N 0065550W","English Channel ","0","0","Machinery damage","Fishing vessel derrick collapsed resulting in one head injury, now deceased, and one back injury. The vessels gear was in the water and have to bring it back on aboard before they can go back to port.","Fishing Vessel","Loss of life,Serious injuries","208","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013882","1","MARLIONA (IMO 9321342)","MARLIONA: Unknown/unspecified","IRL","2021-02-03 14:05","Serious","551210N 0065906W","NOT_KNOWN","2","0","","At approximately 14.05 hours (hrs) on the afternoon of 3 February 2021, a serious marine casualty occurred on the fishing vessel (FV) Marliona while alongside Greencastle Harbour, Co Donegal. During a repair process the Skippers left arm became trapped by a trawl door causing severe damage to his arm. First aid was administered by another crewmember and the bleeding was stopped. The ambulance was called and arrived at 14.30 hrs, and the Casualty was transferred to the nearest hospital where he was treated for his injuries. The hospital treated the Casualty and managed to save his arm. He was released the same day but continued to receive treatment and only returned to work in May 2021.","Fish Catching Vessel","","","","","","","0","","0","0","0","0","0","0","2023-09-15",""
"C0013592","1","VALARIS DS-4 (IMO 9459943)","VALARIS DS-4: SOLAS","MHL","2021-02-02 19:15","Less serious","554620N 0045240W","Hunterston, Scotland","1","0","Loss of moorings","VALARIS DS-4, which was in lay-up, was blown off the Hunterston Jetty and suffered a loss of moorings during a period of storm force winds on the evening of 2 February 2022. The drill ship's anchor had previously been set as part of the its mooring arrangements. VALARIS DS-4 drifted to the southwest until the anchor held and stopped the vessel was drifting when it was approximately halfway across the channel. There were no injuries or pollution. The only damage was that all of the drill ship's mooring lines parted. There was no damage to port infrastructure.","Drilling Ship","Ship remains fit to proceed","60162","American Bureau of Shipping (ABS)","59925","","7","","2","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-08-01",""
"C0013173","1","TOPAZ ENERGY (IMO 9678771)","TEAM BELEUZI: Unknown/unspecified, TOPAZ ENERGY: SOLAS","NGA","2021-01-31 23:55","Very serious","044000N 0070900E","ONNE OFFSHORE","0","0","Man Over Board Incident","On 31st January, 2021,  at about 2355hrs, a fatal man overboard incident occurred onboard a Nigerian flagged Offshore Supply Vessel (OSV) “Topaz Energy” while she was “double banked” with a sister vessel “Team Beleuzi” 

In a VHF communication between the two vessels at about 1800hrs, the chief Officer and 2nd Officer onboard Team Beleuzi realized that the Second Officer of Topaz Energy was their old friend and they decided to board Topaz Energy. Onboard the ship, the crew stayed until about 2353hrs when they decided to cross back to their ship. The Second Officer of Topaz Energy also decided to accompany them.

The chief Officer of team Beleuzi approached the ship side and managed to cross back to his ship, unfortunately, while the Second Officer of Topaz Energy was trying to cross, he loosed his grip and fell overboard. He was rescued few minutes later and conveyed to the hospital where he was pronounced dead.
","Platform Supply Ship","Loss of life","3841","American Bureau of Shipping (ABS)","4032","","15","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013330","1","FPSO CIDADE DE MANGARATIBA - MV 24 (-)","FPSO CIDADE DE MANGARATIBA - MV 24: SOLAS","BHS","2021-01-31 15:45","Unspecified","251200S 0455200W","Santos Basin.","1","0","","On January 31 st , 2021, at 3:45 pm, the professional, man 01, non-crew, suffered a
fall from about 18m high, while performing work at height with rope access inside the 7S
cargo tank, preparing the site for a subsequent work to measure the thickness of the
plate of the vessel “FPSO CIDADE DE MANGARATIBA MV24”, with a Bahamas flag,
which was in production in the Santos Basin.","","Loss of life","","American Bureau of Shipping (ABS)","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-12-09",""
"C0013566","1","QING PING SHAN (IMO 9741504)","QING PING SHAN: SOLAS","HKG","2021-01-30 15:00","Very serious"," ","Astoria anchorage","1","0","Crew injury during maintenance","At 0530 hours on 29 January 2021, a Hong Kong registered bulk carrier “Qing Ping Shan” (the vessel) dropped anchor at Astoria anchorage in the Columbia River, USA, awaiting berthing instruction for loading wheat in bulk.
In the afternoon of 30 January 2021, the main engine of the vessel was tested under engine control room (ECR) control mode after obtaining the agreement with the Chief Engineer (C/E) and approval from the duty officer on the bridge. After the completion of the test at about 1451 hours, the First Engineer (1/E) made a telephone call to the Fitter’s cabin informing him to arrange the cleaning of the engine room as instructed by the C/E, but nobody answered. The 1/E then searched the engine room for the Fitter. At about 1500 hours, the Fitter was found seriously injured, lying unconsciously on the engine room (E/R) tank top between the main engine flywheel and the main lubrication oil pump with a paint bucket and a roller at his side. The Fitter was sent ashore for emergency medical treatment, but unfortunately, the shore doctor declared him dead at 1601 hours on the same day.","Bulk Carrier","Loss of life","36388","China Classification Society (CCS)","63474","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-06-28",""
"C0013419","1","GIULIA I (IMO 9638135)","GIULIA I: Unknown/unspecified","MLT","2021-01-30 00:00","Very serious","400000N 0592900W","Open sea","2","0","","Giulia I departed from the port of Norfolk, USA, bound for Bizerte, Tunisia on 26 January 2021. During the voyage, the vessel experienced inclement weather and the voyage plan was progressively amended, based on the advice received from a weather routeing service. On 29 January 2021, the eductor was started to pump out the water from the forecastle store, which was found flooded by the crew members. On the next day, five deck crew members, including the deck cadet, were instructed to extract the remaining water from the forecastle store and chain lockers, using portable pumps, dry up the store, cover the spurling pipes on the forecastle deck, and arrange and secure all equipment within the store. The vessels course was altered to minimize the rolling and pitching and thus, facilitate the safety of the deck ratings. Whilst the crew members were covering the spurling pipes, a large wave washed over the forecastle deck. All the crew members were swept across the forecastle. Injured crew members were helped back to the accommodation. In the meantime, the vessel diverted towards the port of Halifax, Canada. Eventually, one of the injured crew members succumbed to his injuries whilst the vessel was still en route. The safety investigation concluded that there was a sense of urgency to pump out the accumulated water and take immediate action to prevent further flooding. Moreover, the weather conditions limited the extent of the course alteration.","Bulk Dry (general, ore) Carrier","Loss of life,Serious injuries,Ship remains fit to proceed","25303","RINA Services S.p.A (RINA)","39202","Dry bulk","21","0","0","1","0","0","4","0","0","2022-01-28",""
"C0013505","1","GOLFO AZUL (-)","GOLFO AZUL: Non-SOLAS","ARG","2021-01-27 00:30","Very serious","405570S 0645190W","Mar Argentino, Golfo San Matías, Provincia de Río Negro","2","0","Capsizing / listing","El 27 de enero aproximadamente a las 00:30 horas, durante la navegación a zona de pesca y con condiciones meteorológicas favorables, se produjo una vía de agua por debajo de la línea de flotación. La embarcación se hundió y toda la tripulación fue rescatada por otro buque pesquero.","Fish Catching Vessel","Total loss of the ship","77","[No class]","","","8","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-04-19",""
"C0013857","1","UILENSPIEGEL (IMO 9247467)","UILENSPIEGEL: Unknown/unspecified","BEL","2021-01-26 15:15","Serious","382882N 0084767W","In inland waters","1","0","Fire or explosion","On January 26 ,2021, during commissioning of the ps main engine after a major overhaul in dry-dock, smoke and flames were visible on the engine outlet to the exhaust pipe, inside the engine room. The engine room had been evacuated and all doors were closed, vents were shut off. NOVEC had not been activated. After a short moment, no more flames were visible. Probably a small oil leak of one of the cilinders caused the fire. No damage was noted. MAN service engineers were on board.","Dredger","","12979","","21968","","","0","","0","0","0","0","0","0","2023-08-01",""
"C0013784","1","WEST NEPTUNE (IMO 9655028)","WEST NEPTUNE: SOLAS","PAN","2021-01-24 13:30","Serious","281456N 0884961E","50 NM Southeast of SW Pass Mississippi River","1","0","occupational accident","MODU “WEST NEPTUNE” whilst operating within the US EEZ, Gulf of Mexico, approximately 50 NM Southeast of Southwest Pass Mississippi River, reported a death on  board. The deceased was a third-party contractor employed by Allrig Inc. serving on board the subject vessel for the purpose of inspecting for loose or damaged gear meant for lifting, securing, and rigging operations.  It is a customary inspection said to be carried out quarterly after completion of changing the color codes for rigging and lifting equipment on board the vessel.  

Allrig Inc sent 2 individuals, Mr. Robert Philliskirk and Mr. Thiago Ribeiro, who were on board since 20 January 2021 for inspecting & checking loose lifting gears on board the subject vessel.   

On 24 January 2021 while completion work was in progress a fatal mishap occurred on board at 1330 hours while Allrig personnel were checking and inspecting loose lifting gear in the riser bay. One Allrig person, Mr. Robert Philliskirk, was pinned in between falling steel plates and the vessel’s steel structure and was killed. 
Mr. Ribeiro, the other employee of Allrig Inc, immediately called for help, but by the time the vessel’s medic arrived, the mishap victim, Mr. Philliskirk, had already expired and was declared dead at 1337 hours.
The deceased’s mortal remains were later removed from the scene at about 1806 hours after the USCG gave permission for the body to be removed.

The drilling and rig operations were suspended for investigation from 24 Jan later resumed on 26 January evening after all enquiries of local authorities were completed.
                                                                                                                                                                                                                                                                                                                                                                                        
","Drilling Ship","Loss of life","60979","DNV AS (DNV)","62500","","178","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-03-23",""
"C0013612","1","NANINA (IMO 8656544)","NANINA: Non-SOLAS","ARG","2021-01-24 09:55","Serious","445000S 0612400W","Zona Económica Exclusiva a 186 millas náuticas de Bahía Camarones. Argentina","0","0","Work accident","El buque pesquero Nanina, zarpó de puerto Mar del Plata el día 19 de enero a las 18:05 horas rumbo a zona de pesca de calamar.
El día 24 de enero a las 09:55 horas se inició un incendio en sala de máquinas mientras el buque se encontraba en zona de pesca.
El fuego fue extinguido por la tripulación utilizando los dispositivos de lucha contra incendio abordo, solo se reportaron daños materiales sin víctimas fatales.
A las 12:05 horas el buque reinició navegación por sus propios medios hacia su puerto de asiento amarrando el día 26 de enero a las 11:50 horas en el puerto de Mar del Plata.","Fish Factory Ship / Fish Carrier","Ship rendered unfit to proceed","1122","[Flag Administration]","","","38","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013263","1","NORDIC HAMBURG (IMO 9514755)","NORDIC HAMBURG: Unknown/unspecified","CYP","2021-01-22 00:00","Very serious","582489N 0204339E","Open sea","3","1","","On 22 January 2021 at 15:55 hours Ships Time (ST) (UTC+1), while the container ship NORDIC HAMBURG was navigating in the Baltic Sea en route from Antwerp (Belgium) to Saint Petersburg (Russian Federation), loaded with 9415 MT containerized cargo and 13 crew members on board, its Ukrainian Chief Engineer (C/E), was reported missing.He was last seen at 14:25 hours ST, in the Engine Control Room (ECR). Crew searched the entire vessel with negative results. The MRCC-Tallinn (Estonia) was informed and conducted search and rescue (SAR) operation. Vessel turned on a reciprocal course and carried out SAR operation, under the command of the MRCC-Tallinn. Other vessels in the vicinity participated in the SAR operation. The C/E was not found. At the time when the MRCC-Tallinn ceased the SAR operation, the maximum survival time was exceeded since long.","Container Ship","Loss of life","10585","","13000","","13","0","","1","0","0","0","0","0","2021-07-06","2023-01-05"
"C0013182","1","CARMEN I (IMO 6612269)","CARMEN I: Non-SOLAS","BOL","2021-01-21 09:00","Very serious"," ","70 Miles NW of Cartagena, Colombia","0","0","Missing: assumed lost","The ship was reported missing and presumed sank in the Caribbean Sea, approximately 70 miles NW of Cartagena, Colombia on 21 January 2021. A distress signal was received from the ship's EPIRB and an SAR operation was effected by the Colombian Navy and Air Force ships and aircrafts. All 10 crew remained missing. The EPIRB and some items of cargo were recovered from the area and subsequently some of the ship documents were washed ashore. ","General Cargo Ship","Loss of life,Total loss of the ship","495","Panama Shipping Registrar Inc. (PSR)","837","","10","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013492","1","QUEBEC (IMO 9044425)","QUEBEC: SOLAS","PAN","2021-01-20 09:00","Serious","104525S 1654929E","Solomon Islands","1","0","","Discharge by oil from MV QUEBEC into 
the sea at Graciosa Bay, Temotu Province, Solomon Islands.","","Pollution","28451","Polski Rejestr Statkow (Polish Register of Shipping) (PRS)","28451","","21","","3","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-03-29",""
"C0013548","1","TRINITY BAY (IMO 9149990)","TRINITY BAY: Non-SOLAS","AUS","2021-01-19 08:10","Serious","104797S 1424213E","Harrington Shoal, Great Barrier Reef","0","0","Stranding / grounding","During ocean passage within the Great Barrier Reef, the cargo vessel 'Trinity Bay' ran aground on Harrington Shoal, within the Great Barrier Reef Marine Park, North Queensland, Australia. The crew anchored the vessel while waiting to attempt to refloat on the following high tide. The investigation is continuing.","General Cargo/Passenger Ship","Ship remains fit to proceed","1594","","3158","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013509","1","BAO RUN (IMO 9698599)","BAO RUN: SOLAS","HKG","2021-01-18 15:30","Very serious","172929N 0580700E","at sea","1","0","work at height","At about 1530 hours on 18 January 2021, a fatal accident happened on board the Hong Kong registered bulk carrier “Bao Run” (the vessel) at sea at approximate position 17o29.3’N 058o07.0’E, during her voyage from Bin Qasim, Pakistan to King Abdullah, Saudi Arabia for loading clinker cargo. 
In the accident, the Second Engineer (the 2/E) without wearing a safety belt fell from the Permanent Means of Access (PMA) platform at the height of about 15 metres onto the tank top while he was carrying out cargo hold cleaning operation in the No.4 cargo hold (the cargo hold). 
The Wiper saw the 2/E lying on the bottom of the cargo hold adjacent to the bilge well having a serious head injury with bleeding.  Subsequently, the 2/E was lifted out from the cargo hold with a stretcher and transferred to the outside of the port accommodation area for first aid treatment.  The Master altered the vessel’s course to the Salalah port about 251 nautical miles away to evacuate the 2/E for medical treatment ashore.  However, the 2/E did not show any vital signs at about 1710 hours on the same day and the vessel resumed her voyage later
","Bulk Carrier","","36317","","63319","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-04-25",""
