Reference,NumberOfShipsInvolved,ShipsInvolved,SOLASStatus,FlagStates,IncidentDateTime,TypeOfCasualty,Coordinates,Location,NumberOfInvestigationReports,NumberOfAnalyses,InitialEvent,SummaryOfEvents,ShipType1,Consequences1,GrossTonnage1,ClassificationSociety1,Deadweight1,Cargo1,CrewOnboard1,PassengersOnboard1,OthersOnboard1,DeadMissingCrew2,DeadMissingPassengers2,DeadMissingOthers3,SeriouslyInjuredCrew2,SeriouslyInjuredPassengers2,SeriouslyInjuredOthers2,InvestationReportDate,AnalysisDate
"C0013416","1","ANE METTE PRIESS (-)","ANE METTE PRIESS: Unknown/unspecified","DNK","2020-03-30 00:00","Very serious","545900N 0111630E","Open sea","2","0","","ANE-METTE PRIESS was a sea farm service boat used for feeding fish and mounting/cleaning the nets. On 30 March 2020, the crew was in the process of mounting the nets when the drum holding the net broke loose from the crane and fell on one of the sea farm workers. He was killed an fell into the water. The other sea farm workers managed to lift the deceased worker on to the boat and bring him ashore. The net drum loosened due to a missing pin in a joint which for unknown reasons had fallen out of the joint. A likely hypothesis is that the pin came loose due to vibration and the pin was of a wrong type.","Fish Catching Vessel","Loss of life,Ship remains fit to proceed","44","","","","5","0","","1","0","0","0","0","0","2022-01-28",""
"C0013113","1","KEY BORA (IMO 9316024)","KEY BORA: SOLAS","GIB","2020-03-28 15:00","Serious","571648N 0054518W","Kyleakin, Scotland","0","0","Stranding / grounding","Grounding and flooding of the Gibraltar registered chemical/products tanker in Kyleakin, Scotland.","Chemical/Products Tanker","Ship rendered unfit to proceed","2627","Bureau Veritas (BV)","3502","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013524","1","SIMON BROTHER (IMO 9237383)","SIMON BROTHER: SOLAS","HKG","2020-03-27 08:00","Very serious"," ","at port Kupiano, Papua New Guinea","1","0","enclosed space entry","On 23 February 2020, the Hong Kong registered bulk carrier “Simon Brother” (the vessel) anchored at port Kupiano, Papua New Guinea for loading logs.
On 19 March 2020, Nos. 1, 2 and 3 cargo holds were fully loaded and closed. On 26 March 2020, a barge loaded with logs came alongside the vessel and 16 stevedores boarded the vessel to assist cargo loading in Nos. 4 and 5 cargo holds.
At 0800 hours on 27 March 2020, the foreman of the stevedores (the foreman) gathered all stevedores to assign them loading duties. Two stevedores failed to report duty and the foreman immediately requested Chief Officer to assist searching. Afterwards, the crew accompanied the stevedores commenced searching on board the vessel.
A stevedore saw No. 2 cargo hold forward access hatch (the access hatch) was opened and found the two missing stevedores lying on the logs inside the cargo hold. A rescue team was organized and two unconscious stevedores were taken out. Although first aid treatment applied to them, they did not show any vital signs. They were declared dead on the same day.","Bulk Carrier","","16963","","28463","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-04-29",""
"C0013437","1","LADY SANDRA (IMO 8335449)","LADY SANDRA: Unknown/unspecified","TGO","2020-03-25 18:00","Very serious","355500N 0144700E","Mediterranean Sea, 15 miles NE of Valletta, Malta","0","0","Hull failure / failure of watertight doors / ports, etc.","The ship broke into two whilst anchored in the Mediterranean Sea, 15 miles NE of Valletta, Malta in LAT. 35 55'45""N, LONG. 014 47'30""E on the evening of 25 March 2020 in heavy weather. Distress call was received by Malta RCC at 2132 hours LT (UTC+1). A Maltese helicopter and rescue boat 'MELITA I' proceeded to the scene. All 3 crew abandoned the ship and were rescued by 'MELITA I' and taken to Floriana, Malta. No injuries were reported. The two halves of the ship drifted away E of Malta. Aft section was found drifting off Djerba, Tunisia on 12 May 2020. Tunisian authories removed 45,000 litres of gas oil by 25 May 2020 before scuttling the section 16 miles E of Djerba, Tunisia.","Chemical/Products Tanker","Total loss of the ship","636","MARITIME BUREAU OF AFRICA (MBA)","1296","","3","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013112","1","KAAMI (IMO 9063885)","KAAMI: SOLAS","BHS","2020-03-23 01:51","Serious","574733N 0062817W","Transiting the Little Minch, Scotland","2","0","Stranding / grounding","Grounding of a Bahamas registered general cargo vessel while transiting the Little Minch, Scotland.","General Cargo Ship","Ship rendered unfit to proceed","2715","","4293","","8","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-07-21",""
"C0012776","1","LADY AYSE (IMO 9227871)","LADY AYSE: SOLAS","PAN","2020-03-23 01:11","Unspecified"," ","alexandria port ","1","0","","during berthing of the vessel on 84 berth collision happen due to bad weather with  barge ","Bulk Carrier","","9978","","16239","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2020-03-25",""
"C0013438","1","SURYA EXPRESS (IMO 7607728)","SURYA EXPRESS: Unknown/unspecified","IDN","2020-03-20 18:00","Very serious","004000S 1331900E","Pacific Ocean NE of Saukorem, Indonesia","0","0","Foundered","The ship developed list and subsequently sank whilst underway in the Pacific Ocean NE of Saukorem, Manokwari, Papua Barat, Indonesia in LAT. 00 40'05""S, LONG. 133 19'24""E at 1800 hours LT (UTC+9) on 20 March 2020. All 18 crew members abandoned the ship to the water in their life jackets. BASRNAS efffected SAR operation, rescued all the crew and took them to Manokwari. No injuries were reported.","General Cargo Ship","Total loss of the ship","1374","Biro Klasifikasi Indonesia","2139","","18","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0012925","1","DELICATA (IMO 9613317)","DELICATA: SOLAS","MHL","2020-03-17 10:08","Very serious","352200S 0555200W","Rio de La Plata","1","1","Fall Overboard","On 17 March 2020, the Republic of the Marshall Islands-registered bulk carrier DELICATA, managed by POS SM CO., LTD. (the “Company”), was outbound from Punta Pereira, Uruguay on the Rio de La Plata. 

On the morning of 17 March 2020, in preparation for disembarking the Pilot, the Chief Officer (C/O) tasked the Bosun with adjusting the height of the pilot ladder. Due to DELICATA‘s freeboard at the time, a combination arrangement of the accommodation and pilot ladders had already been prepared. The Bosun assigned an Ordinary Seafarer (OS) to assist him with this task.  

The two crewmembers attempted to pull up the pilot ladder but were unable to do so as it was tied to an attachment point on the ship’s hull. The Bosun then descended the accommodation ladder, without wearing a lifejacket and safety harness, to untie the pilot ladder. Shortly thereafter, the OS heard the Bosun shout and looked over the side to see that he had fallen into the water. The OS immediately notified the crew over VHF and then went aft to the Accommodation to call the Bridge.

DELICATA and other nearby ships conducted a search for the Bosun. He was spotted by another outbound ship and was recovered by the pilot boat. When recovered, it was determined that he was deceased.
","Open Hatch Cargo Ship","Loss of life","39009","","57441","Dry Bulk","21","","1","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2020-08-03","2023-02-20"
"C0012806","1","GULF PETROLEUM 4 (IMO 9439345)","GULF PETROLEUM 4: SOLAS","LBR","2020-03-16 16:15","Serious","420070N 0350910E","Benghazi, Libya","0","0","Fire or explosion","On March 16, 2020, about 1615 LT, while the vessel at the outside the port limit (OPL) of Benghazi, Libya at the vessel position Lat 42-00.7 N Long 035-09.1 E, the oil leakage from Auxiliary Engine 2 (AE) to AE 1 which was at that time running with load had a fire. Both AE 1 and AE 2 fire which caused the 3rd.Engineer (3/E) who was working at AE 1 had burnt severely. The vessel became disable and drifting after fighting the fire.
On March 21, 2020 at 0421 LT after vessel disable and drifted for more than 4 days, the Master decided to anchor the vessel due to the wind W x 23-26 Kts, Sea x moderate, wave x 3-5 ft with poor visibility, due the vessel drifted towards ashore.
On March 22, 2020 at 1800 LT, Coast guard came onboard. Cut the anchor chain and tow the vessel to Misurata, Libya. 
On March 23, 2020 at 1506 LT, the injured 3rd.Engineer (3/E) was taken to Misurata, Libya port hospital. 
","Chemical/Products Tanker","Serious injuries","8539","Lloyd's Register (LR)","13006","","19","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013193","1","SEAFOX DEEMA (IMO 8756916)","SEAFOX DEEMA: SOLAS","MHL","2020-03-16 13:30","Very serious"," ","Persian Gulf","1","0","Damages to ship or equipment","There was a structural failure of the unit's starboard pedestal mounted deck crane during routine cargo operations with an offshore supply vessel. The crane's boom, gantry, and cab fell into the water. The crane's operator was not able to escape and was found dead inside the cab. ","Accommodation Platform, jack up","Loss of life,Ship remains fit to proceed","6072","","100","","20","","237","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-08-20",""
"C0013535","1","DORDUNCU (IMO 6905587)","DORDUNCU: Unknown/unspecified","TUR","2020-03-16 04:00","Serious","373940N 0241845E","Jetty at Kea, Greece","0","0","Stranding / grounding","The ship stranded and partially sank near the Jetty at Kea, Greece, in LAT. 37 39'42""N, LONG. 024 18'46""E at 0400 hours LT (UTC+2) on 16 March 2020 in force 8 winds. The Hellenic Coast Guard and local authorities attended the scene. At least 190 passengers found on board were believed to be migrants entering Greece illegally. The passengers were brought ashore and referred to relevant authorities. Oil booms were laid surrounding the vessel as a preventive measure. Investigation was effected. There was tender for removal of wreck.","Tanker (unspecified)","Total loss of the ship","283","","305","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0012922","1","SINGAPORE SPIRIT (IMO 9246308)","SINGAPORE SPIRIT: SOLAS","MHL","2020-03-15 17:25","Very serious","121090S 0353920W","Atlantic Ocean","1","0","Entry enclosed space","An ASD entered an enclosed space without following established procedures.  He was deceased when found.","Bulk Dry (general, ore) Carrier","Loss of life","19882","Nippon Kaiji Kyokai (NKK)","32259","Dry bulk","21","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-03-02",""
"C0012800","1","MSC ALICANTE (IMO 9480174)","MSC ALICANTE: SOLAS","LBR","2020-03-15 15:38","Very serious","222350N 0975600W","Altamira Port, Mexico","0","0","Stevedore Fatally crushed in between loading container and ship structure.","On March 15, 2020, about 1538 LT, Position Lat 22-23.5 N Long 097-56.0 W, Altamira Port, Mexico, while loading containers operation at Bay 54 Row 04 Tier 72, the stevedore had fatal injures due to crush/squeeze in between the vessel structure and container. ","Container Ship","Loss of life","61870","DNV GL AS","74477","","21","0","0","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013434","1","DUBAN (IMO 8311534)","DUBAN: SOLAS","TGO","2020-03-12 05:00","Very serious"," ","North Pacific Ocean, 11 miles of Huatulco, Oaxaca, Mexico","0","0","Foundered","The ship took water in the engine room and subsequently sank whilst underway in the North Pacific Ocean, 11 miles SE of Huatulco, Oaxaca, Mexico in the early morning of 12 March 2020. All crew were rescued by the Mexican Navy and taken to Manzanillo, Mexico. No injuries were reported. ","General Cargo Ship","Total loss of the ship","1995","","3432","","12","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0012762","1","UND ATILIM (IMO 9242388)","UND ATILIM: SOLAS","TUR","2020-03-10 16:30","Very serious"," ","Mersin Port / East Mediterranean Sea","1","0","Occupational Accident","While loading trailers by port truck named ""mafi"" at the main deck of vessel, ""mafi"" hitted to the portable scaffold and the shore worker fell down. Unfortunately, the shore worker lost his life soon.","Ro-Ro Cargo Ship","Loss of life,Ship remains fit to proceed","26469","Lloyd's Register (LR)","9865","trucks and trailers","25","4","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-08-24",""
"C0012968","1","MV DON CEFERINO ALFREDO (-)","MV DON CEFERINO ALFREDO: SOLAS","PHL","2020-03-02 17:05","Very serious"," ","KTC Container Compound, Tibungco, Davao","1","1","Occupational Accident","On 03 March 2020, MARINA Regional Office XI (MRO XI) received notification that a fatal accident had transpired onboard MV “DON CEFERINO ALFREDO” last 1705H of 02 March 2020 while the 5,261-GT steel-hulled container vessel was berthed at KTC Container Compound, Tibungco, Davao

Initial information provided by MRO XI stated that MV “DON CEFERINO ALFREDO”, owned and operated by Gothong Southern Shipping Lines, Inc. (GSSLI), was moored and in the process of unloading her container cargoes when O/S xxx accidentally slipped from the Hatch Cover/Pontoon No. 2 and fell down at the port side passage main deck

Immediately, the onboard medical team provided first aid assistance to the severely injured crew member. Subsequently, the Master informed the Officer-In-Charge, Davao Terminal Operation Division of GSSLI, which in turn requested the assistance of Davao 911

On or about 17:32 Hrs, the ambulance arrived at the scene and brought O/S xxx to the Metro Davao Medical and Research Center, Inc. (MDMRCI) accompanied by the 2nd Officer. All efforts were undertaken to revive and administer emergency medical assistance to the concerned crew

At around 18:22 Hrs of 02 March 2020, O/S xxx was declared dead on arrival by Dr. Grace Stephanie Luna, attending Physician/Resident on Duty of MDMRCI

Based on the Clinical Summary Report of O/S xxx, the following was determined:

1) Left upper extremity has multiple closed fractures;
2) Right lower extremity has multiple closed fractures;
3) Right groin area has multiple femoral laceration, opening up to the subcutaneous area; and
4) Left Inguinal area has laceration exposing the internal iliac

The official cause of death was shock secondary to severe hemorrhagic shock.3 Initially it was reported that the concerned crew member accidentally slipped and fell down at the port side passage main deck while assisting on the removal of the pontoon hatch covers at Bay No. 23, 21, 19 and 25. However, circumstances suggest that the right leg of O/S xxx had been snag between the pile of pontoon hatch
covers and the gantry crane post. Thereafter, O/S xxx was seen by the Able Bodied Seaman assign at the quay area sitting at the hatch coaming before falling down at the port side passage main deck;

By way of background, MV “DON CEFERINO ALFREDO” departed Cebu Port last 00:15 Hrs of 29 February 2020 with 296 TEUs4 of container cargoes and was manned by a crew complement of 24 members. On or about 18:00 Hrs  of 01 March 2020, MV “DON CEFERINO ALFREDO” arrived at the outer berth of KTC Container Compound and started to offload her top deck container cargoes at around 09:42 Hrs of 02 March 2020

Upon the completion of the investigation, it was divulged that O/S xxx was standing at the port side hatch coaming and was walking towards the gantry crane. According to the gantry crane operator, prior to the occurrence, O/S xxx signaled him that he was intending to hitch a ride on the gantry crane moving towards the forward section of the vessel wherein the closed pontoon hatch covers at Bay No. 15, 13 and 11 were located

When the gantry crane had advanced forward, the right leg of O/S xxx got caught at the gantry post, severely injuring him. It was further deduced that O/S xxx was already severely injured when he fell from the port side hatch coaming. This is substantiated by the medical findings reflected in the Medical Summary Report of MDMRCI

During the ocular inspection, it was observed that there was only a distance of 0.2794 meter between the gantry crane post and stockpile of pontoon hatch covers. Slipping through the passage between the gantry crane post and the said pile was very difficult for the O/S. It was further observed that there is a blind spot on the area where the gantry crane operator is located when a crew member is situated at the port side of the vessel. Consequently, the distance between the hatch coaming and main deck passage way was only nine (9) feet or 2.7432 meters, which could not possibly facilitate a fatal fall to the seafarer unless a head injury/trauma was incurred from the accident. Based on the medicals findings, no head injury or internal head trauma was incurred by O/S xxx. Further, it was determined that working aloft the hatch coaming was strictly prohibited and presented a risk as per the company’s safety management system procedures



","General Cargo Ship","Loss of life","5261","American Bureau of Shipping (ABS)","","","15","0","0","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2020-06-19","2023-01-05"
"C0013000","1","IONIAN EXPRESS (IMO 9332717)","IONIAN EXPRESS: Unknown/unspecified","GIB","2020-03-02 00:00","Very serious","065884N 0793779E","Open sea","2","0","","Chief Officer entered a ballast tank with a 220 volt cargo light. He was electrocuted, see attached reports","Container Ship","Loss of life","9957","","140.3","","","0","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2020-08-05",""
"C0012769","2","GUO XING 1 (IMO 9368118), TOMI MARU No. 8 (IMO 9067037)","GUO XING 1: SOLAS, TOMI MARU No. 8: Unknown/unspecified","BLZ,JPN","2020-02-29 22:10","Very serious"," ","Around 12km off to the east of the Tomari fishing Port, Rokkasho Village, Aomori Prefecture, Japan","0","0","Collision","GUO XING 1 and TOMI MARU No. 8 collided with each other, and around 12km off to the east of the Tomari fishing Port, Rokkasho Village, Aomori Prefecture, Japan. GUO XING 1 sank and 13 crews of GUO XING 1 are still missing.","General Cargo Ship","Loss of life,Total loss of the ship","1989","Intermarine (INTERMAR)","3600","","14","0","0","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013522","1","DHT HAWK (IMO 9310159)","DHT HAWK: SOLAS","HKG","2020-02-29 11:30","Very serious","221289N 0613820E","at sea","1","1","Working at height","At about 1130 hours on 29 February 2020, a fatal accident happened on board the Hong Kong registered oil tanker “DHT Hawk” (the vessel) at sea in approximate position 22°12.9’N 061°38.2’E, during her voyage from Mina Al Ahmadi, Kuwait to Kawasaki, Japan via Galle, Sri Lanka, and Singapore.  In the accident, the bosun and an able seafarer were assigned to rig a scaffolding extension to the inboard maintenance platform at the boom of the port side hose handling crane (the crane) on the main deck.  When the bosun and the able seafarer were working on the maintenance platform at the boom of the crane, the platform suddenly collapsed.  The bosun fell onto the platform railing and he climbed back to the boom safely.  Although the able seafarer wore a safety harness and anchored it to the platform railing, the lanyard of the safety harness snapped and failed to save the able seafarer from falling at a height of about 7.9 metres onto the main deck.  The able seafarer was declared dead later on the event day
","Oil Tanker","","160937","","298923","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-04-29","2023-02-20"
"C0012751","2","ACCOLADE II (IMO 8012425), SANDGROPER (-)","ACCOLADE II: SOLAS, SANDGROPER: Non-SOLAS","AUS","2020-02-29 04:35","Serious","344800S 1382600E","Off Port Adelaide","1","0","Collision","COLLISION BETWEEN FV SAND GROPER AND ACCOLADE. NO INJURIES OR POLLUTION AND ONLY MINOR DAMAGE REPORTED. ","Bulk Dry (general, ore) Carrier","Ship remains fit to proceed","6420","Lloyd's Register (LR)","7382","Dry bulk","9","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-10-29",""
"C0012793","1","BALTIC PATRIOT (IMO 9038488)","BALTIC PATRIOT: SOLAS","LBR","2020-02-29 00:50","Very serious","031590S 0800010W","Puerto Bolivar, Ecuador","1","0","Crane Toppled and the crane operator was squeezed inside crane house and injured","On February 29, 2020 about 0050 LT, during the vessel was loading fresh green banana at cargo hold No.1, at berth No.3 ,Puerto Bolivar, Ecuador at position Lat 03-15.9 S Long 080-00.1 W, the crane house and the crane jib fell onto the hatch cover No.1 and forecastle deck with cargo attached on the cargo hook.  The crane operator who was in the operator cabin was squeezed inside the operator cabin and seriously injured.","Refrigerated Cargo Ship","Serious injuries","10402","Russian Maritime Register of Shipping (RMRS)","10621","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-09-24",""
"C0013534","3","CLAVIGO (IMO 9014688), DEDE (IMO 7827354), MV CLAVIGO (IMO 9014688)","CLAVIGO: Unknown/unspecified, DEDE: Unknown/unspecified, MV CLAVIGO: SOLAS","ATG,ZZZ","2020-02-27 20:32","Very serious","405006N 0291556E","Tuzla, Turkey","1","0","Collision","The ship collided whilst moored with drfting MV 'CLAVIGO' and subsequently stranded on the seawall at Tuzla, Turkey in LAT. 40 50'07""N, LONG. 029 15'58""E at 2032 hours LT (UTC+3) on 27 February 2020 in heavy weather.

The ship sustained serious damage to hull, developed list to starboard and partially sank. Turkish Coastal Safety tugs 'KURTARMA 2' and 'KURTAMA 7', and rescue boat 'KEGM 4' attended the scene and rescued all the crew. No injuries were reported. Some oil pollution was reported in surrounding water. The wreck were abandoned in situ, and were subsequently removed by February 2021.","General Cargo Ship","Pollution,Total loss of the ship","839","","1446","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-05-24",""
"C0012958","1","STELLAR BANNER (IMO 9726803)","STELLAR BANNER: SOLAS","MHL","2020-02-24 21:30","Very serious","014450S 0434470W","Baía de São Marcos, Brazil","1","1","Stranding / grounding","Ship touched bottom in a laden condition at departure from Ponta de Madeira, Brazil.  Flooding of the Fore Tank void and No. 1 WBT (S) was reported.  The Master was able to move the ship into shallower water, where it grounded due to flooding of additional WBTs on the starboard side.  The ship was declared a total constructive loss on 4 June 2020.","Bulk Dry / Oil Carrier","Total loss of the ship","151596","Korean Register (KR)","300660","Iron Ore","20","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-10-28","2023-02-20"
"C0012777","1","HABIBA M (IMO 7396654)","HABIBA M: SOLAS","TGO","2020-02-23 09:15","Very serious"," ","damitta port ","1","0","Fire or explosion","fire and explosion happen and one person dead ","General Cargo Ship","","2627","","3739","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2020-03-25",""
"C0013181","1","CROATIA (IMO 9723277)","CROATIA: Unknown/unspecified","MLT","2020-02-23 00:00","Less serious","033870N 1053769E","Open sea","2","0","Fire or explosion","Whilst underway towards Singapore, an explosion occurred in Croatias cargo hold no. 7. A fire party was immediately mustered by the master to assess the situation inside the cargo hold. An inspection of the area revealed that an explosion had occurred inside one of the containers stowed in the cargo hold, damaging five other containers and several ship fittings. The charterers were contacted, following which it was confirmed that no other explosion risks were foreseen. The cargo manifest revealed that the container carried scrap metal and used car parts. The MSIU concluded that flammable vapours had accumulated inside, resulting in an explosive atmosphere.","Container Ship","Ship remains fit to proceed","94684","American Bureau of Shipping (ABS)","111530","Containers","20","0","0","0","0","0","0","0","0","2021-03-17",""
"C0012774","1","NICKIE B (IMO 9431343)","NICKIE B: SOLAS","LBR","2020-02-20 10:50","Unspecified","030780S 1525240E","Lihir, Papua New Guinea","1","0","Fell and Drown into the pool of water on deck area","On February 24, 2020 about 1050 LT, while, the container vessel NICKIE B was drifting at Lihir OPL, Papua New Guinea, position Lat 03-07.8 S long 152-52.4 E, with the Master and 16 crew members on board, 4 crew members were performing tank cleaning on the deck and an Able Seafarer (AB) who was working on E deck Port side just below the bridge navigation deck had fallen down on the E deck while doing maintenance work on the fire line and fire hydrant. The 3rd. Officer(3/O) who was the duty officer on the bridge heard some noise from Portside  “E” deck. The 3/O went out to check from Portside bridge and discovered the AB was lying unconscious with face down. The AB had no pulse and drowned into the water about 10cm around the fish plate on the E deck.","Container Ship","Loss of life","15636","","16838","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2020-10-28",""
"C0013111","1","Beinn na Caillich (-)","Beinn na Caillich: Non-SOLAS","GBR","2020-02-18 15:23","Very serious","571500N 0053600W","Ardintoul Fish Farm, Loch Alsh","1","0","Accident to person","Fatal accident to crewman while disembarking a 21m workboat at Ardintoul Fish Farm, Loch Alsh on the west coast of Scotland.","","Loss of life,Ship remains fit to proceed","","","","","5","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-10-04",""
"C0013168","1","SICHEM MANILA (IMO 9322097)","SICHEM MANILA: Unknown/unspecified","MLT","2020-02-17 00:00","Serious","410460N 0011469E","Coastal waters (within 12 miles)","2","0","Damages to ship or equipment","On 17 February 2020, whilst Sichem Manila was on anchor, several crew members were engaged in cargo tank cleaning operations. During the process, while one of the crew members was shutting off a valve on the cargo tank cleaning line, the block of the valve burst open, spilling hot water over him. Tank cleaning operations were immediately suspended, and the injured crew member was transferred to the vessels hospital where first aid was administered. Eventually, he was transferred to a local hospital for further treatment. The Marine Safety Investigation Unit (MSIU) concluded that the cause of the valve block failure was either a high-pressure stream of water or a water hammer effect, acting on the corroded mild steel securing bolts of the valve block.","Chemical Tanker","Serious injuries,Ship remains fit to proceed","8562","[Other]","13126","","18","0","0","0","0","0","1","0","0","2021-02-25",""
"C0013174","1","ALTA (IMO 7432305)","ALTA: Unknown/unspecified","","2020-02-16 00:00","Very serious","514897N 0080285W","Open sea","3","1","Stranding / grounding","Motor Vessel MV Alta is a merchant ship built in 1976. The crew were stranded onboard after the ship was rendered irreparably disabled on a voyage from Greece to Haiti. MV Alta was abandoned by the crew and left adrift in October 2018 after a US Coast Guard relief operation rescued the crew of 10 approximately 1,400 miles south-east of Bermuda. On 3 September 2019, the UKs Royal Navy HMS Protector sighted the MV Alta, derelict in the middle of the Atlantic Ocean. The derelict drifted eastward and finally came ashore on 16 February 2020 in Ballyandreen Bay and grounded on the shore near Ballycotton, County Cork, Ireland.","General Cargo Ship","Ship rendered unfit to proceed","2295","","1640","","","0","","0","0","0","0","0","0","2021-03-04","2023-03-15"
"C0013054","1","FRI DOLPHIN (IMO 9073880)","FRI DOLPHIN: SOLAS","BHS","2020-02-13 20:59","Very serious","475800N 0055300W","40 NM from the French coast ","1","1","Fatality","Fri Dolphin was chartered to carry a cargo of corn on a short haul voyage in Europe. On completion of loading, aluminium phosphide was placed in the holds to fumigate the cargo in transit. During the voyage, the vessel experienced heavy weather. On the second day of the voyage, hydrogen phosphide gas (PH3) entered the accommodation. Several members of the crew were overcome: one crew member died and three others had to be evacuated.","General Cargo Ship","Loss of life,Serious injuries,Ship remains fit to proceed","2075","RINA Services S.p.A (RINA)","3027","","","","","1","","","3","","","2020-11-20","2023-01-05"
