FeatureType,date,IMONum,deaths,missings,severeInjuries,description,latitude,longitude,subtype_field,subtype_value,gml_pos
FireAndExplosion,20230101,,0,0,0,Tug vessel sustained an engine file while alongside.,53.6296,-0.183,fireAndExplosionType,fire,-0.183 53.6296
OtherIncident,20230101,,0,0,1,Cruise ship crewmember suffered a foot injury having been struck by a baggage trolley.,13.1088,-59.6336,otherIncidentType,other incident,-59.6336 13.1088
OtherIncident,20230201,,0,0,1,A cruise ship passenger fell on their side after their foot caught in a sun lounger.,13.1079,-59.6263,otherIncidentType,other incident,-59.6263 13.1079
HullAndEngineAccessoryDamage,20230201,,0,0,0,Chemical tanker's aft spring line parted which resulted in no injuries/further damages.,53.625,-0.191667,hullAndEngineAccessoryDamageType,hull damage,-0.191667 53.625
CollisionAndContact,20230201,,0,0,0,Two tugs impacted a shore structure whilst transiting a lock resulting in damage to structure.,53.6292,-0.1898,collisionAndContactType,contact,-0.1898 53.6292
CollisionAndContact,20230301,,0,0,0,Vehicle carrier made contact with a lock gate whilst inbound.,53.6312,-0.1875,collisionAndContactType,contact,-0.1875 53.6312
NavigationalIssues,20230301,,0,0,0,Container ship fouled its prop on aft mooring line while casting off.,53.6316,-0.1877,navigationalIssuesType,sailing hinderance,-0.1877 53.6316
HullAndEngineAccessoryDamage,20230301,,0,0,0,A ro-ro cargo ship parted a mooring line during berthing operations.,53.6297,-0.2,hullAndEngineAccessoryDamageType,hull damage,-0.2 53.6297
HullAndEngineAccessoryDamage,20230301,,0,0,0,A LPG tanker parted an aft breast-line whilst unmooring.,53.6411,-0.2022,hullAndEngineAccessoryDamageType,hull damage,-0.2022 53.6411
CollisionAndContact,20230301,,0,0,0,A tug made contact with the inner gate of a lock when assisting a vessel during maneuvering.,53.6289,-0.1902,collisionAndContactType,contact,-0.1902 53.6289
HullAndEngineAccessoryDamage,20230401,,0,0,0,A cement carrier used an unsafe heaving line weight,53.628,-0.1897,hullAndEngineAccessoryDamageType,machineries and propulsion damage,-0.1897 53.628
HullAndEngineAccessoryDamage,20230401,,0,0,0,A chemical/products tanker parted a mooring line whilst coming alongside.,53.633683,-0.189,hullAndEngineAccessoryDamageType,hull damage,-0.189 53.633683
CollisionAndContact,20230401,,0,0,0,Container ship lifted one cope stone whilst running up in the lock.,53.629,-0.189,collisionAndContactType,contact,-0.189 53.629
CollisionAndContact,20230401,,0,0,0,Tug vessel made contact with a container ship when proceeding in to take towage line.,53.6262,-0.1698,collisionAndContactType,contact,-0.1698 53.6262
HullAndEngineAccessoryDamage,20230501,,0,0,0,Cement carrier suffered a blocked fuel line which resulted in no further damage.,53.6612,-0.1993,hullAndEngineAccessoryDamageType,machineries and propulsion damage,-0.1993 53.6612
CollisionAndContact,20230501,,0,0,0,Two general cargo vessels collided due to a strong gust wind.,53.627,-0.1904,collisionAndContactType,collision,-0.1904 53.627
HullAndEngineAccessoryDamage,20230501,,0,0,0,A tug parted its towing line whilst assisting a general cargo vessel into a lock.,53.626,-0.192,hullAndEngineAccessoryDamageType,machineries and propulsion damage,-0.192 53.626
HullAndEngineAccessoryDamage,20230601,,0,0,0,Container ship crew threw a monkey's fist with protruding metal,53.6282,-0.1911,hullAndEngineAccessoryDamageType,hull damage,-0.1911 53.6282
StrandingAndGrounding,20230601,,0,0,0,Ro-ro cargo vessel briefly grounded whilst trying to berth at low water,53.6293,-0.1935,strandingAndGroundingType,grounding,-0.1935 53.6293
CollisionAndContact,20230601,,0,0,0,An inshore tug made contact with the wire of a gantry crane that was hanging overt the dock.,53.629,-0.193,collisionAndContactType,contact,-0.193 53.629
HullAndEngineAccessoryDamage,20230801,,0,0,0,Tow line parted between bulk carrier and tug whilst manoeuvring.,53.6307,-0.186,hullAndEngineAccessoryDamageType,machineries and propulsion damage,-0.186 53.6307
CollisionAndContact,20230801,,0,0,0,A general cargo vessel made contact with part of the structure of a tidal lock.,53.6305,-0.1881,collisionAndContactType,contact,-0.1881 53.6305
NavigationalIssues,20231001,,0,0,0,Cargo vessel main engine failed resulting in tug assistance.,53.545833,0.087217,navigationalIssuesType,drifting,0.087217 53.545833
HullAndEngineAccessoryDamage,20231001,,0,0,0,Bulk carrier's stern line parted due to high winds resulting in no other damage/injury.,53.6266,-0.1912,hullAndEngineAccessoryDamageType,hull damage,-0.1912 53.6266
OtherIncident,20231001,,0,0,1,Offshore supply vessel's mooring line hit a crew member in the face resulting in a serious injury.,54.1799,7.8898,otherIncidentType,other incident,7.8898 54.1799
FireAndExplosion,20231001,,0,0,0,Bulk carrier's crew noticed smoke from the cargo hold resulting in minor damage.,53.627,-0.1895,fireAndExplosionType,fire,-0.1895 53.627
HullAndEngineAccessoryDamage,20230901,,0,0,0,General cargo vessel parted a stern line whilst running down in a lock for departure,53.6188,-0.1907,hullAndEngineAccessoryDamageType,hull damage,-0.1907 53.6188
HullAndEngineAccessoryDamage,20231001,,0,0,0,Ro-cargo vessel  parted a line whilst berthed,53.635533,-0.192733,hullAndEngineAccessoryDamageType,hull damage,-0.192733 53.635533
CollisionAndContact,20231101,,0,0,0,Cargo ship made contact with berthed tugs while shifting in dock resulting in no damage.,53.627,-0.1908,collisionAndContactType,contact,-0.1908 53.627
HullAndEngineAccessoryDamage,20231101,,0,0,0,Chemical tanker's spring line parted resulting in no injuries.,53.6281,-0.1913,hullAndEngineAccessoryDamageType,hull damage,-0.1913 53.6281
NavigationalIssues,20231101,,0,0,0,Vehicles carrier suffered intermittent black outs resulting in cancelled sailing.,53.6315,-0.1875,navigationalIssuesType,sailing hinderance,-0.1875 53.6315
FireAndExplosion,20231201,,0,0,0,A tanker experienced an electrical fire in the engine control room whilst alongside.,53.645,-0.206,fireAndExplosionType,fire,-0.206 53.645
NavigationalIssues,20231201,,0,0,0,A chemical tanker experienced main engine propulsion failure whilst departing berth.,53.634,-0.189,navigationalIssuesType,drifting,-0.189 53.634
CollisionAndContact,20231201,,0,0,0,General cargo vessel alongside & during self-discharge some cargo fell onto quayside coping stones resulting in minor damage to the coping stones,53.628,-0.1955,collisionAndContactType,contact,-0.1955 53.628
CollisionAndContact,20230201,,0,0,0,General Cargo made contact with a jetty resulting in damage to nav mark and tide guage,52.7563,0.3898,collisionAndContactType,contact,0.3898 52.7563
FireAndExplosion,20230301,,0,0,0,General cargo vessel had a small hold fire while loading.,52.761383,0.394717,fireAndExplosionType,fire,0.394717 52.761383
OtherIncident,20230801,,0,0,1,Cruise ship's passenger tripped and sustained a closed fracture.,37.5966,-0.9847,otherIncidentType,other incident,-0.9847 37.5966
HullAndEngineAccessoryDamage,20230301,,0,0,0,General cargo vessel's pilot ladder not rigged per SOLAS regulations.,51.4802,0.1902,hullAndEngineAccessoryDamageType,outfit damage,0.1902 51.4802
OtherIncident,20230201,,0,0,0,A search and rescue crewmember fell overboard during a man overboard training exercise,57.7707,-7.0127,otherIncidentType,safety hinderance and near misses,-7.0127 57.7707
OtherIncident,20230301,,0,0,0,"Upon disembarkation from a cargo vessel to a service vessel, the bosun was caught by the luggage net resulting in a minor injury.",1.234,103.786333,otherIncidentType,safety hinderance and near misses,103.786333 1.234
StrandingAndGrounding,20230701,,0,0,0,General cargo vessel grounded resulting in no damages.,52.9606,-0.0022,strandingAndGroundingType,grounding,-0.0022 52.9606
HullAndEngineAccessoryDamage,20230401,,0,0,0,Vehicle carrier's pilot ladder not rigged per SOLAS regulations.,51.4106,0.5754,hullAndEngineAccessoryDamageType,outfit damage,0.5754 51.4106
HullAndEngineAccessoryDamage,20230701,,0,0,0,Ro-Ro vessel's pilot ladder did not conform to SOLAS regulations.,51.417783,1.498217,hullAndEngineAccessoryDamageType,outfit damage,1.498217 51.417783
OtherIncident,20230901,,0,0,1,"A cruise ship passenger tripped over a sun lounger and fell, fracturing their arm.",28.6721,-17.7648,otherIncidentType,other incident,-17.7648 28.6721
HullAndEngineAccessoryDamage,20231101,,0,0,0,Container vessel's pilot ladder did not conform to SOLAS regulations.,51.5024,-0.057,hullAndEngineAccessoryDamageType,outfit damage,-0.057 51.5024
HullAndEngineAccessoryDamage,20231201,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations.,51.4343,0.7251,hullAndEngineAccessoryDamageType,outfit damage,0.7251 51.4343
HullAndEngineAccessoryDamage,20230301,,0,0,0,Bulk Carrier's pilot ladder not rigged per SOLAS regulations.,51.4557,0.3354,hullAndEngineAccessoryDamageType,outfit damage,0.3354 51.4557
OtherIncident,20230501,,0,0,1,General cargo vessel crewmember suffered a suspected fractured wrist during mooring operations.,51.4577,0.3421,otherIncidentType,other incident,0.3421 51.4577
HullAndEngineAccessoryDamage,20230501,,0,0,0,General cargo vessel's pilot ladder not rigged per SOLAS regulations.,51.4559,0.3352,hullAndEngineAccessoryDamageType,outfit damage,0.3352 51.4559
HullAndEngineAccessoryDamage,20230701,,0,0,0,A bulk carrier had an inadequate pilot ladder arrangement.,51.4535,0.3452,hullAndEngineAccessoryDamageType,outfit damage,0.3452 51.4535
CollisionAndContact,20230901,,0,0,2,Inland passenger vessel made contact with a vehicle bridge resulting in passenger injuries.,51.4519,0.375,collisionAndContactType,collision,0.375 51.4519
CollisionAndContact,20230901,,0,0,0,Ro-cargo vessel was berthing when pilot was caught by tide setting into the berth contact was made on vessel bow the two jetty walkways & fender resulting in damage to multiple structures,51.458,0.3519,collisionAndContactType,collision,0.3519 51.458
OtherIncident,20231101,,0,0,1,A search and rescue vessel crewmember injured their back lifting a rope.,55.3365,-1.5819,otherIncidentType,other incident,-1.5819 55.3365
FireAndExplosion,20231201,,0,0,0,A bulk carrier loading scrap experienced a scrap fire.,51.4578,0.3538,fireAndExplosionType,fire,0.3538 51.4578
CollisionAndContact,20230101,,0,0,0,Class V passenger vessel sustained a small dent on the port quarter.,54.9975,-1.4414,collisionAndContactType,collision,-1.4414 54.9975
OtherIncident,20230201,,0,0,2,Fish carrier's crew members were exposed to ozone gas resulting in medical assistance.,58.203833,-6.386667,otherIncidentType,other incident,-6.386667 58.203833
OtherIncident,20230201,,0,0,0,Ro/Ro passenger vessel crew directed cars to mezzanine deck which had an un-barriered edge.,58.2063,-6.3866,otherIncidentType,safety hinderance and near misses,-6.3866 58.2063
OtherIncident,20230801,,0,0,1,A ro-pax vessel crew member scalded their arm and had to disembark.,58.205333,-6.387667,otherIncidentType,safety hinderance and near misses,-6.387667 58.205333
HullAndEngineAccessoryDamage,20230101,,0,0,0,A weighted heaving line was used from one vessel to another.,51.6973,-4.9517,hullAndEngineAccessoryDamageType,other facility damage,-4.9517 51.6973
HullAndEngineAccessoryDamage,20230201,,0,0,0,Dredger used a weighted heaving line while berthing resulted in no damage/injuries.,51.693,-4.9643,hullAndEngineAccessoryDamageType,machineries and propulsion damage,-4.9643 51.693
CollisionAndContact,20230301,,0,0,0,Bunkering tanker made contact with a wooden fender.,51.6968,-4.946,collisionAndContactType,contact,-4.946 51.6968
FireAndExplosion,20230301,,0,0,0,A cargo vessel's cargo packaging was damaged due to usage of gas cutting equipment.,51.4988,-2.7044,fireAndExplosionType,fire,-2.7044 51.4988
NavigationalIssues,20230701,,0,0,0,Hopper dredger suffered an engine failure,51.5413,-2.6783,navigationalIssuesType,loss of direction,-2.6783 51.5413
StrandingAndGrounding,20230701,,0,0,0,Chemical tanker lightly grounded on approach to a lock.,51.5067,-2.717,strandingAndGroundingType,grounding,-2.717 51.5067
OtherIncident,20230301,,0,0,1,Cruise ship crewmember injured their ankle after falling from a bunkbed ladder.,33.51,133.59,otherIncidentType,other incident,133.59 33.51
FireAndExplosion,20230501,,0,0,0,Alternator bearing failure on a  ro-pax passenger ferry,56.536667,-5.775,fireAndExplosionType,fire,-5.775 56.536667
StrandingAndGrounding,20230601,,0,0,0,A search and rescue vessel was completing a training exercise when it made contact with the seabed.,51.2138,-3.4745,strandingAndGroundingType,grounding,-3.4745 51.2138
OtherIncident,20230701,,0,0,1,Cruise ship passenger tripped and fell over a chair resulting in a fractured shoulder.,41.353333,2.175,otherIncidentType,other incident,2.175 41.353333
OtherIncident,20230601,,0,0,1,Tug crew member was knocked over due to a line coming under tension and was rendered unconscious,55,11.876667,otherIncidentType,other incident,11.876667 55.0
OtherIncident,20230501,,0,0,1,Container vessel crew member hit by steel line and injuring leg,51.958483,1.283933,otherIncidentType,safety hinderance and near misses,1.283933 51.958483
HullAndEngineAccessoryDamage,20231101,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations.,51.9461,1.3128,hullAndEngineAccessoryDamageType,outfit damage,1.3128 51.9461
OtherIncident,20230101,,0,0,1,A cruise ship passenger fell in their cabin and fractured their shoulder.,28.4743,-16.2399,otherIncidentType,other incident,-16.2399 28.4743
CollisionAndContact,20230101,,0,0,0,A search and rescue vessel damaged both propellers during recovery.,54.6191,-1.0632,collisionAndContactType,contact,-1.0632 54.6191
floodingAndSinking,20230201,,0,0,1,Service ship capsized whilst on exercise resulting in a minor injury to a crew member.,54.619667,-1.060833,floodingAndSinkingType,capsizing,-1.060833 54.619667
OtherIncident,20230701,,0,0,1,A service vessel crew member sustained multiple injuries after being trapped in the messenger line.,52.3728,4.9874,otherIncidentType,other incident,4.9874 52.3728
CollisionAndContact,20230701,,0,0,0,Charter boat collided with another leisure vessel multiple times causing damage.,50.6111,-2.4578,collisionAndContactType,collision,-2.4578 50.6111
OtherIncident,20230901,,0,0,1,A cruise ship passenger tripped on a door and fell fracturing their arm.,55.7124,12.6194,otherIncidentType,other incident,12.6194 55.7124
NavigationalIssues,20231001,,0,0,0,Dive RIB suffered an engine failure with two divers in the water resulting in no injuries,50.6139,-2.45,navigationalIssuesType,drifting,-2.45 50.6139
OtherIncident,20231201,,0,0,1,A sailing yacht's crew member got hit with the boom and hand stuck in a winch.,50.612,-2.4519,otherIncidentType,other incident,-2.4519 50.612
CollisionAndContact,20230201,,0,0,0,A platform supply vessel made contact with a pier whilst inbound to a port,52.4718,1.7559,collisionAndContactType,contact,1.7559 52.4718
OtherIncident,20230301,,0,0,1,Offshore supply vessel crewmember fell overboard between the quayside and the vessel injuring chest also ingesting water,52.4754,1.7296,otherIncidentType,safety hinderance and near misses,1.7296 52.4754
HullAndEngineAccessoryDamage,20230301,,0,0,0,Cargo ship used weighted heaving line on arrival.,52.475,1.733,hullAndEngineAccessoryDamageType,hull damage,1.733 52.475
StrandingAndGrounding,20230401,,0,0,0,Chemical tanker grounded on final approach to port entrance during abort attempt.,52.4729,1.7554,strandingAndGroundingType,grounding,1.7554 52.4729
HullAndEngineAccessoryDamage,20230401,,0,0,0,A platform supply ship used two unsafely weighted heaving lines whilst shifting berth.,52.473,1.746,hullAndEngineAccessoryDamageType,machineries and propulsion damage,1.746 52.473
OtherIncident,20230501,,0,0,1,A crewmember of a yacht alongside fell down and dislocated their shoulder.,52.4741,1.7144,otherIncidentType,other incident,1.7144 52.4741
NavigationalIssues,20231001,,0,0,0,Cargo vessel had a near miss with a pier.,52.4729,1.74,navigationalIssuesType,drifting,1.74 52.4729
HullAndEngineAccessoryDamage,20231001,,0,0,0,Cargo ship used a weighted heaving line resulting in no damage.,52.4745,1.73,hullAndEngineAccessoryDamageType,outfit damage,1.73 52.4745
CollisionAndContact,20231001,,0,0,0,Offshore supply ship made contact with a bridge resulting in no known damage.,52.4724,1.7392,collisionAndContactType,contact,1.7392 52.4724
FireAndExplosion,20230201,,0,0,0,Offshore support vessel suffered fire in galley,50.3863,-4.1873,fireAndExplosionType,fire,-4.1873 50.3863
OtherIncident,20230801,,0,0,1,Tug's crew member lost their balance and twisted their ankle.,50.365,-4.1326,otherIncidentType,other incident,-4.1326 50.365
FireAndExplosion,20231001,,0,0,0,Inland waterway vessel suffered a fire on board resulting in minor damage.,50.3689,-4.1844,fireAndExplosionType,fire,-4.1844 50.3689
OtherIncident,20230601,,0,0,1,Cruise ship contractor sustained chest injuries following a suspended compressor unit falling.,43.3665,-8.3972,otherIncidentType,other incident,-8.3972 43.3665
NavigationalIssues,20230301,,0,0,0,A passenger vessel and sailing had a close quarters situation,50.768,-1.299167,navigationalIssuesType,sailing hinderance,-1.299167 50.768
StrandingAndGrounding,20230301,,0,0,0,Recreational craft grounded due to low water which resulted with no damages.,50.7601,-1.2949,strandingAndGroundingType,grounding,-1.2949 50.7601
CollisionAndContact,20230701,,0,0,0,A sailing yacht collided with a chain ferry resulting in no known damages.,50.7576,-1.291,collisionAndContactType,collision,-1.291 50.7576
CollisionAndContact,20230801,,0,0,0,Near miss between a personal watercraft and a passenger ship.,50.771,-1.300833,collisionAndContactType,contact,-1.300833 50.771
CollisionAndContact,20230801,,0,0,0,A yacht collided with a floating bridge/chain ferry,50.7577,-1.2914,collisionAndContactType,collision,-1.2914 50.7577
CollisionAndContact,20231001,,0,0,0,"Ro-Ro passenger vessel made contact with a buoy however, no damage was reported.",50.7607,-1.2954,collisionAndContactType,contact,-1.2954 50.7607
OtherIncident,20230501,,0,0,1,Passenger ship's rope jumped under tension striking a crew member.,55.8758,-4.891317,otherIncidentType,safety hinderance and near misses,-4.891317 55.8758
NavigationalIssues,20230201,,0,0,0,General cargo while berthing landed heavily on the quayside resulting in damage to concrete quay deck.,57.718,-4.0274,navigationalIssuesType,sailing hinderance,-4.0274 57.718
OtherIncident,20230301,,0,0,1,Solid cargo vessel crew member during berthing the headline hawser transfer bounced to the tension drum when heaving fracturing their arm,30.627333,122.050333,otherIncidentType,other incident,122.050333 30.627333
HullAndEngineAccessoryDamage,20230101,,0,0,0,Container ship pilot ladder not rigged per SOLAS regulations.,51.4995,0.049,hullAndEngineAccessoryDamageType,outfit damage,0.049 51.4995
HullAndEngineAccessoryDamage,20230101,,0,0,0,Chemical tanker pilot ladder construction did not meet current SOLAS standards,51.4988,0.0487,hullAndEngineAccessoryDamageType,outfit damage,0.0487 51.4988
HullAndEngineAccessoryDamage,20230101,,0,0,0,Bulk carrier pilot ladder magnet failed,51.4996,0.046,hullAndEngineAccessoryDamageType,outfit damage,0.046 51.4996
HullAndEngineAccessoryDamage,20230101,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations.,51.5032,0.548,hullAndEngineAccessoryDamageType,outfit damage,0.548 51.5032
HullAndEngineAccessoryDamage,20230101,,0,0,0,Bulk carrier's pilot ladder did not conform to SOLAS regulations.,51.4886,-0.0269,hullAndEngineAccessoryDamageType,outfit damage,-0.0269 51.4886
HullAndEngineAccessoryDamage,20230101,,0,0,0,Chemical tanker's pilot ladder did not conform to SOLAS regulations.,51.5086,-0.0429,hullAndEngineAccessoryDamageType,outfit damage,-0.0429 51.5086
HullAndEngineAccessoryDamage,20230101,,0,0,0,Cargo ship's pilot ladder did not conform to SOLAS regulation.,51.5006,-0.0289,hullAndEngineAccessoryDamageType,outfit damage,-0.0289 51.5006
HullAndEngineAccessoryDamage,20230101,,0,0,0,Cargo ship's pilot ladder did not conform to SOLAS regulations,51.5029,-0.0305,hullAndEngineAccessoryDamageType,outfit damage,-0.0305 51.5029
HullAndEngineAccessoryDamage,20230201,,0,0,0,Container ship's pilot ladder not rigged per SOLAS regulations.,51.4503,0.3591,hullAndEngineAccessoryDamageType,outfit damage,0.3591 51.4503
HullAndEngineAccessoryDamage,20230201,,0,0,0,Container ship's pilot ladder not rigged per SOLAS regulations.,51.4511,0.3702,hullAndEngineAccessoryDamageType,outfit damage,0.3702 51.4511
HullAndEngineAccessoryDamage,20230201,,0,0,0,Cargo ship's pilot ladder did not conform to SOLAS regulations,51.5084,-0.0423,hullAndEngineAccessoryDamageType,outfit damage,-0.0423 51.5084
HullAndEngineAccessoryDamage,20230201,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations,51.5084,-0.0371,hullAndEngineAccessoryDamageType,outfit damage,-0.0371 51.5084
HullAndEngineAccessoryDamage,20230201,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations,51.4988,-0.1229,hullAndEngineAccessoryDamageType,outfit damage,-0.1229 51.4988
HullAndEngineAccessoryDamage,20230201,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations.,51.5043,-0.0291,hullAndEngineAccessoryDamageType,outfit damage,-0.0291 51.5043
HullAndEngineAccessoryDamage,20230201,,0,0,0,Bulk carrier's pilot ladder did not conform to SOLAS regulations.,51.5057,-0.0299,hullAndEngineAccessoryDamageType,outfit damage,-0.0299 51.5057
CollisionAndContact,20230201,,0,0,0,A sail training vessel collided with a moored super yacht,51.5008,-0.0119,collisionAndContactType,collision,-0.0119 51.5008
HullAndEngineAccessoryDamage,20230201,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations.,51.5085,0.1576,hullAndEngineAccessoryDamageType,outfit damage,0.1576 51.5085
HullAndEngineAccessoryDamage,20230301,,0,0,0,General cargo's pilot ladder did not conform to SOLAS regulations,51.4881,0.18,hullAndEngineAccessoryDamageType,outfit damage,0.18 51.4881
FireAndExplosion,20230301,,0,0,0,Cargo ship sustained a minor fire.,54.0977,-3.2235,fireAndExplosionType,fire,-3.2235 54.0977
StrandingAndGrounding,20230201,,0,0,0,A dredger grounded whilst alongside due to a miscalculation of the depth of available water,51.4646,0.4552,strandingAndGroundingType,grounding,0.4552 51.4646
HullAndEngineAccessoryDamage,20230301,,0,0,0,Bulk carrier's pilot ladder did not conform to SOLAS regulations.,51.4847,-0.0159,hullAndEngineAccessoryDamageType,outfit damage,-0.0159 51.4847
HullAndEngineAccessoryDamage,20230301,,0,0,0,Bulk carrier's pilot ladder did not conform to SOLAS regulations.,51.4939,-0.0291,hullAndEngineAccessoryDamageType,outfit damage,-0.0291 51.4939
HullAndEngineAccessoryDamage,20230301,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations.,51.4847,-0.0105,hullAndEngineAccessoryDamageType,outfit damage,-0.0105 51.4847
HullAndEngineAccessoryDamage,20230301,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations.,51.4867,-0.0232,hullAndEngineAccessoryDamageType,outfit damage,-0.0232 51.4867
HullAndEngineAccessoryDamage,20230401,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations.,51.4903,-0.0008,hullAndEngineAccessoryDamageType,outfit damage,-0.0008 51.4903
HullAndEngineAccessoryDamage,20230401,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations.,51.4851,-0.014,hullAndEngineAccessoryDamageType,outfit damage,-0.014 51.4851
HullAndEngineAccessoryDamage,20230501,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations.,51.5021,-0.0672,hullAndEngineAccessoryDamageType,outfit damage,-0.0672 51.5021
HullAndEngineAccessoryDamage,20230501,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations.,51.4854,-0.0221,hullAndEngineAccessoryDamageType,outfit damage,-0.0221 51.4854
OtherIncident,20230501,,0,0,1,"Tug's bow line came free and hit a crew member on the head,",51.4537,0.3374,otherIncidentType,other incident,0.3374 51.4537
HullAndEngineAccessoryDamage,20230501,,0,0,0,A container ship had a non-SOLAS compliant pilot ladder arrangement.,51.5036,0.633,hullAndEngineAccessoryDamageType,outfit damage,0.633 51.5036
HullAndEngineAccessoryDamage,20230701,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations.,51.4872,-0.0018,hullAndEngineAccessoryDamageType,outfit damage,-0.0018 51.4872
HullAndEngineAccessoryDamage,20230801,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations.,51.5017,-0.0637,hullAndEngineAccessoryDamageType,outfit damage,-0.0637 51.5017
HullAndEngineAccessoryDamage,20230801,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations.,51.5037,-0.0305,hullAndEngineAccessoryDamageType,outfit damage,-0.0305 51.5037
HullAndEngineAccessoryDamage,20230801,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations.,51.4982,-0.005,hullAndEngineAccessoryDamageType,outfit damage,-0.005 51.4982
CollisionAndContact,20230801,,0,0,0,RIB struck an underwater object and started taking on water.,51.49,-0.009667,collisionAndContactType,contact,-0.009667 51.49
HullAndEngineAccessoryDamage,20230801,,0,0,0,Cargo vessel's pilot ladder did not conform to SOLAS regulations.,51.5023,-0.0652,hullAndEngineAccessoryDamageType,outfit damage,-0.0652 51.5023
CollisionAndContact,20230801,,0,0,0,A tug and a container vessel collided resulting in damage to the mast of the tug.,51.5146,0.5462,collisionAndContactType,collision,0.5462 51.5146
HullAndEngineAccessoryDamage,20230901,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations.,51.5027,-0.0668,hullAndEngineAccessoryDamageType,outfit damage,-0.0668 51.5027
HullAndEngineAccessoryDamage,20231001,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations.,51.5006,-0.0308,hullAndEngineAccessoryDamageType,outfit damage,-0.0308 51.5006
HullAndEngineAccessoryDamage,20231001,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations.,51.4961,0.0236,hullAndEngineAccessoryDamageType,outfit damage,0.0236 51.4961
HullAndEngineAccessoryDamage,20231001,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations.,51.4843,-0.0157,hullAndEngineAccessoryDamageType,outfit damage,-0.0157 51.4843
HullAndEngineAccessoryDamage,20231001,,0,0,0,Cargo vessel's pilot ladder did not conform with SOLAS regulations.,51.4965,0.0186,hullAndEngineAccessoryDamageType,outfit damage,0.0186 51.4965
HullAndEngineAccessoryDamage,20231001,,0,0,0,Container vessel's pilot ladder did not conform to SOLAS regulations.,51.4908,-0.0285,hullAndEngineAccessoryDamageType,outfit damage,-0.0285 51.4908
HullAndEngineAccessoryDamage,20231101,,0,0,0,General cargo's pilot ladder did not conform to SOLAS regulations.,51.4858,0.1949,hullAndEngineAccessoryDamageType,outfit damage,0.1949 51.4858
HullAndEngineAccessoryDamage,20231201,,0,0,0,Chemical tanker's pilot ladder did not conform to SOLAS regulations.,51.4967,0.0451,hullAndEngineAccessoryDamageType,outfit damage,0.0451 51.4967
HullAndEngineAccessoryDamage,20231201,,0,0,0,General cargo ship's pilot ladder did not conform to SOLAS regulations.,51.4843,-0.0107,hullAndEngineAccessoryDamageType,outfit damage,-0.0107 51.4843
HullAndEngineAccessoryDamage,20231201,,0,0,0,Container vessel ladder was not rigged per current SOLAS regulations,51.483333,-0.133333,hullAndEngineAccessoryDamageType,outfit damage,-0.133333 51.483333
HullAndEngineAccessoryDamage,20231201,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations.,51.4557,0.4452,hullAndEngineAccessoryDamageType,outfit damage,0.4452 51.4557
HullAndEngineAccessoryDamage,20230301,,0,0,0,Supply ship's pilot ladder did not conform to SOLAS regulations.,57.1425,-2.0679,hullAndEngineAccessoryDamageType,outfit damage,-2.0679 57.1425
HullAndEngineAccessoryDamage,20230301,,0,0,0,Service ship's pilot ladder did not conform to SOLAS regulations.,57.1438,-2.0773,hullAndEngineAccessoryDamageType,outfit damage,-2.0773 57.1438
HullAndEngineAccessoryDamage,20230401,,0,0,0,An offshore supply vessel had a non-SOLAS compliant pilot ladder arrangement.,57.1451,-2.089,hullAndEngineAccessoryDamageType,outfit damage,-2.089 57.1451
NavigationalIssues,20230701,,0,0,0,A foot passenger ferry experienced steering failure and ran into a pier.,51.4456,0.3697,navigationalIssuesType,loss of direction,0.3697 51.4456
CollisionAndContact,20230701,,0,0,0,An offshore supply ship was shifting berths whilst and made contact with a passenger ferry.,57.1455,-2.0905,collisionAndContactType,collision,-2.0905 57.1455
HullAndEngineAccessoryDamage,20230701,,0,0,0,Sail training ship's pilot ladder did not conform to SOLAS regulations.,57.1453,-2.084,hullAndEngineAccessoryDamageType,outfit damage,-2.084 57.1453
HullAndEngineAccessoryDamage,20230801,,0,0,0,Cruise ship's pilot ladder not rigged per SOLAS regulations.,57.1454,-2.0896,hullAndEngineAccessoryDamageType,outfit damage,-2.0896 57.1454
